YearStart,YearEnd,LocationAbbr,LocationDesc,DataSource,Topic,Question,DataValueUnit,DataValueType,DataValue,DataValueAlt,DatavalueFootnote,LowConfidenceLimit,HighConfidenceLimit,StratificationCategory1,Stratification1,GeoLocation,LocationID,DataValueTypeID,StratificationCategoryID1,StratificationID1
2020,2020,US,United States,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,66.3,66.3,50 States + DC: US Median,63.9,67.8,Overall,Overall,,59,AGEADJPREV,OVERALL,OVR
2017,2017,TX,Texas,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-99.42677020599967 31.827240407000488),48,AGEADJPREV,OVERALL,OVR
2016,2016,US,United States,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.8,17.8,50 States + DC: US Median,16.2,19.1,Overall,Overall,,59,AGEADJPREV,OVERALL,OVR
2012,2012,US,United States,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,66.8,66.8,50 States + DC: US Median,64.8,67.4,Overall,Overall,,59,AGEADJPREV,OVERALL,OVR
2016,2016,US,United States,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,66.2,66.2,50 States + DC: US Median,63.1,68.1,Overall,Overall,,59,AGEADJPREV,OVERALL,OVR
2017,2017,US,United States,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.7,1.7,50 States + DC: US Median,1.7,1.7,Overall,Overall,,59,MEDIAN,OVERALL,OVR
2012,2012,TX,Texas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,17.9,17.9,,16.8,19.1,Overall,Overall,POINT (-99.42677020599967 31.827240407000488),48,AGEADJPREV,OVERALL,OVR
2015,2015,TX,Texas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,1.3,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.8,2.1,Overall,Overall,POINT (-99.42677020599967 31.827240407000488),48,MEDIAN,OVERALL,OVR
2019,2019,TX,Texas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.1,34.1,,32.4,35.9,Overall,Overall,POINT (-99.42677020599967 31.827240407000488),48,AGEADJPREV,OVERALL,OVR
2014,2014,TX,Texas,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,14.5,14.5,,13.5,15.5,Overall,Overall,POINT (-99.42677020599967 31.827240407000488),48,AGEADJPREV,OVERALL,OVR
2020,2020,TX,Texas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,35.8,35.8,,33.9,37.7,Overall,Overall,POINT (-99.42677020599967 31.827240407000488),48,AGEADJPREV,OVERALL,OVR
2017,2017,US,United States,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,63.3,63.3,US estimate/number is based on fewer than 50 states and the District of Columbia,59.1,67.3,Overall,Overall,,59,AGEADJPREV,OVERALL,OVR
2017,2017,TX,Texas,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,2,Overall,Overall,POINT (-99.42677020599967 31.827240407000488),48,MEDIAN,OVERALL,OVR
2017,2017,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,8.9,8.9,,8.2,9.7,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2019,2019,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,29.9,29.9,,28.8,31,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2019,2019,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,7.9,7.9,,7.3,8.6,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2019,2019,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,1.9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2016,2016,UT,Utah,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,73.0,73,,71.8,74.1,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2020,2020,UT,Utah,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,73.1,73.1,,72,74.2,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2014,2014,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,26.5,26.5,,25.6,27.4,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2012,2012,UT,Utah,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,68.7,68.7,,67.6,69.8,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2016,2016,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,26.1,26.1,,25,27.3,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2017,2017,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,26.0,26,,24.9,27.1,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2015,2015,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,9.0,9,,8.3,9.8,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2011,2011,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,25.2,25.2,,24.2,26.2,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2011,2011,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,11.4,11.4,,10.6,12.1,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2013,2013,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,10.1,10.1,,9.5,10.9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2013,2013,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,25,25,,24.1,26,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2020,2020,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,8.3,8.3,,7.5,9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2018,2018,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,9.1,9.1,,8.4,9.8,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2016,2016,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,8.7,8.7,,7.9,9.5,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2021,2021,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,34.2,34.2,,32.8,35.7,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2015,2015,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,25.2,25.2,,24.2,26.2,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2012,2012,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,10.2,10.2,,9.4,10.9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2021,2021,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.7,1.7,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.3,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,MEDIAN,OVERALL,OVR
2017,2017,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.1,1.1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,2,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2015,2015,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.4,1.4,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.9,2.1,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2011,2011,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.1,1.1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.7,2,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2014,2014,UT,Utah,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,9.5,9.5,,8.9,10.1,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2016,2016,UT,Utah,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,67.9,67.9,,66.7,69,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2013,2013,UT,Utah,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,65.3,65.3,,64.3,66.4,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2018,2018,UT,Utah,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,66.2,66.2,,65.1,67.3,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2012,2012,UT,Utah,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,69.8,69.8,,68.6,71,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2016,2016,UT,Utah,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,69.6,69.6,,68.3,70.9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2012,2012,UT,Utah,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,13.3,13.3,,11.8,14.9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2011,2011,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.4,1.4,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.9,2.1,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2020,2020,UT,Utah,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,69.5,69.5,,68.2,70.7,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2021,2021,VA,Virginia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,12.9,12.9,,11.9,13.9,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2013,2013,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.1,1.1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,2,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2016,2016,UT,Utah,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,10.3,10.3,,8.9,11.9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2019,2019,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.6,1.6,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.3,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2020,2020,UT,Utah,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,66.6,66.6,,65.5,67.7,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2013,2013,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.4,1.4,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.9,2.1,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2014,2014,UT,Utah,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,66.8,66.8,,65.9,67.7,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2020,2020,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,29.3,29.3,,28.2,30.4,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2015,2015,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,2,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2017,2017,UT,Utah,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2018,2018,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.3,28.3,,27.2,29.4,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2014,2014,UT,Utah,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,70,70,,69.1,71,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2014,2014,UT,Utah,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,69.2,69.2,,68.3,70.1,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2020,2020,UT,Utah,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,10.2,10.2,,8.7,11.9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2014,2014,UT,Utah,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,11.7,11.7,,10.3,13.3,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2018,2018,UT,Utah,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,72.2,72.2,,71.1,73.3,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2018,2018,UT,Utah,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,11.1,11.1,,9.6,12.9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2012,2012,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,24.9,24.9,,23.9,25.9,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2017,2017,UT,Utah,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.7,1.7,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.4,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,MEDIAN,OVERALL,OVR
2012,2012,UT,Utah,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-111.58713063499971 39.360700171000474),49,AGEADJPREV,OVERALL,OVR
2021,2021,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,1.9,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,MEDIAN,OVERALL,OVR
2014,2014,VA,Virginia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,19.8,19.8,,18.6,21.1,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2014,2014,VI,Virgin Islands,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-64.896335 18.335765),78,AGEADJPREV,OVERALL,OVR
2017,2017,VA,Virginia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,16.7,16.7,,15.6,17.9,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2020,2020,VA,Virginia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,69.7,69.7,,68.4,71.1,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2015,2015,VA,Virginia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,16.8,16.8,,15.6,18,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2018,2018,VA,Virginia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,59.6,59.6,,58.2,61,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2016,2016,VA,Virginia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,61.3,61.3,,59.9,62.6,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2019,2019,VA,Virginia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,14.3,14.3,,13.3,15.4,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2021,2021,VI,Virgin Islands,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.3,1.3,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.8,2.1,Overall,Overall,POINT (-64.896335 18.335765),78,MEDIAN,OVERALL,OVR
2021,2021,VI,Virgin Islands,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.5,2,Overall,Overall,POINT (-64.896335 18.335765),78,MEDIAN,OVERALL,OVR
2017,2017,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.0,1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,2,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,MEDIAN,OVERALL,OVR
2015,2015,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,29.2,29.2,,27.9,30.6,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2013,2013,VA,Virginia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,60,60,,58.5,61.5,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2015,2015,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.4,1.4,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.9,2,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,MEDIAN,OVERALL,OVR
2011,2011,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.8,28.8,,27.1,30.5,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2020,2020,VA,Virginia,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,11.3,11.3,,9.8,12.9,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2014,2014,VA,Virginia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,62.4,62.4,,61,63.8,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2018,2018,VA,Virginia,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,67.9,67.9,,66.4,69.4,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2016,2016,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,28.7,28.7,,27.4,30,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2014,2014,VA,Virginia,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,66.4,66.4,,64.9,67.8,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2018,2018,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,30.2,30.2,,28.9,31.5,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2017,2017,VA,Virginia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2013,2013,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Obesity among adults aged >= 18 years,%,Age-adjusted Prevalence,27.2,27.2,,25.9,28.5,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2020,2020,VA,Virginia,BRFSS,Oral Health,No tooth loss among adults aged 18-64 years,%,Age-adjusted Prevalence,69.6,69.6,,68.1,71,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2011,2011,VA,Virginia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,20.9,20.9,,19.4,22.6,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2011,2011,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.4,1.4,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.9,2,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,MEDIAN,OVERALL,OVR
2019,2019,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of vegetable consumption among adults aged >= 18 years,Number,Median,1.7,1.7,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),1.1,2.4,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,MEDIAN,OVERALL,OVR
2016,2016,VA,Virginia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,70.5,70.5,,69.2,71.8,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2012,2012,VA,Virginia,BRFSS,Oral Health,Visits to dentist or dental clinic among adults aged >= 18 years,%,Age-adjusted Prevalence,70.3,70.3,,68.8,71.8,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2013,2013,VA,Virginia,BRFSS,"Nutrition, Physical Activity, and Weight Status",Median daily frequency of fruit consumption among adults aged >= 18 years,Number,Median,1.1,1.1,Median frequency (50th percentile) reported with quartiles (25th & 75th percentiles),0.6,2,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,MEDIAN,OVERALL,OVR
2013,2013,VA,Virginia,BRFSS,Tobacco,Current smoking among adults aged >= 18 years,%,Age-adjusted Prevalence,19.0,19,,17.9,20.3,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2012,2012,VA,Virginia,BRFSS,Overarching Conditions,Prevalence of sufficient sleep among adults aged >= 18 years,%,Age-adjusted Prevalence,,,No data available,,,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
2012,2012,VA,Virginia,BRFSS,Oral Health,All teeth lost among adults aged >= 65 years,%,Age-adjusted Prevalence,16.4,16.4,,14.5,18.5,Overall,Overall,POINT (-78.45789046299967 37.54268067400045),51,AGEADJPREV,OVERALL,OVR
